Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
50,0,0,IsPlayReady,让我们一起演戏吧！|（加入戏剧课程）,,50,0,0,StartDrama()
50,0,0,!IsPlayReady,并不是所有人都准备好了。,好的，那我们快点穿好衣服吧！,50,0,0,
100,0,0,,欢迎来到天堂。,（她静静地点头，慢慢地从高潮中恢复过来）,40,1,0,
100,0,0,,（温柔地抚摸她的头）,（她的脸颊变得通红，|慢慢地从高潮的余韵中恢复过来）,40,1,1,
100,0,0,,现在我掌控了你的高潮,（她皱着眉头看着你，|慢慢地从高潮后的状态中清醒过来）,40,-1,1,
100,0,0,,（拍打她的脸颊）,（她恐惧地缩成一团，|并且慢慢地从高潮的余波中恢复过来）,40,-2,1,
100,0,0,,你真是个荡妇。,（她摇头表示否定，|同时慢慢地从高潮后的状态中恢复过来）,40,-1,0,
100,0,0,,下次你将会乞求|让我给你高潮的。,（她低头行礼，同时慢慢地从高潮的余韵中恢复过来）,40,0,1,
200,0,0,,（点头并低头鞠躬）,真是个好帮手呢。（她轻笑着）|现在你能帮我换衣服吗？,40,0,-1,AllowLeave()
200,0,0,,（对她皱眉）,我很高兴你对此没有异议。|现在，你可以帮我换衣服了吗？,40,0,0,AllowLeave()
200,0,0,,是的，小姐|你可以拥有它。,真乖（她轻笑起来）|现在你能帮我换衣服吗？,40,0,-1,AllowLeave()
200,0,0,,这不公平！,（她对你吐舌头开玩笑）|现在你能帮我换衣服吗？,40,0,0,AllowLeave()
200,0,0,!Common_PlayerRestrained,你这个泼妇！,闭上你的臭嘴，我给你点颜色看看。| (她把你的手铐在背后）,40,1,0,CuffPlayer()
200,0,0,!Common_PlayerRestrained,马上把我的钥匙给我！,一个好顺从者不会说出那样的话。|（她把你压倒并把手铐在你的背部）,40,0,1,CuffPlayer()
200,0,0,Common_PlayerRestrained,你这个泼妇！,你嘴巴真脏。总有一天我得好好教训你一下。,40,1,0,AllowLeave()
200,0,0,Common_PlayerRestrained,马上把我的钥匙给我！,一个好的顺从者不应该那样说话。|（她轻笑着，对你吐舌头挑衅着）,40,0,1,AllowLeave()
300,0,0,,给我一个拥抱吧！ADD_MINUTES:1,（你们紧紧相拥在臂弯里|长久而温暖的拥抱让彼此的心贴得更近）,310,0,0,"Hug(""PlayerAmandaHug"")"
300,5,0,HugDone,（亲吻她）ADD_MINUTES:1,（你温柔地亲吻她的脖颈和嘴唇|她害羞地发出满足的低吟声）,310,0,0,"Hug(""PlayerAmandaKiss"")"
300,0,0,SarahReadyHug,去拥抱Sarah吧。ADD_MINUTES:1,（Amanda羞涩地伸出双手，一个拥抱在等待|而Sarah迅速投入了她的怀抱中）,310,0,0,"Hug(""AmandaSarahHug"")"
300,0,5,SarahReadyHug,去亲吻Sarah吧。ADD_MINUTES:1,（面对Sarah时，她沉默了几秒，然后突然|吻了她一下，这让Sarah感到惊喜不已）,310,0,0,"Hug(""AmandaSarahKiss"")"
300,0,0,SarahReadyHug,让我们一起来个|集体的拥抱吧。ADD_MINUTES:1,（你邀请她们两个都投入你的怀抱中，|为即将开始的表演营造了和谐的气氛）,310,0,0,"Hug(""GroupHug"")"
300,10,10,SarahReadyHug,让我们一起来个|集体的亲吻吧。ADD_MINUTES:1,（你命令她们亲吻并加入到了一起|三个人相互亲吻到了一起）,310,0,0,"Hug(""GroupKiss"")"
300,0,0,,这就足够了。,好吧，那你能帮我穿衣服吗？,40,0,0,AllowLeave()
310,0,0,,给我一个拥抱吧！ADD_MINUTES:1,（你们紧紧相拥在臂弯里|长久而温暖的拥抱让彼此的心贴得更近）,310,0,0,"Hug(""PlayerAmandaHug"")"
310,5,0,HugDone,（亲吻她）ADD_MINUTES:1,（你温柔地亲吻她的脖颈和嘴唇|她害羞地发出满足的低吟声）,310,0,0,"Hug(""PlayerAmandaKiss"")"
310,0,0,SarahReadyHug,去拥抱Sarah吧。ADD_MINUTES:1,（Amanda羞涩地伸出双手，一个拥抱在等待|而Sarah迅速投入了她的怀抱中）,310,0,0,"Hug(""AmandaSarahHug"")"
310,0,5,SarahReadyHug,去亲吻Sarah吧。ADD_MINUTES:1,（面对Sarah时，她沉默了几秒，然后突然|吻了她一下，这让Sarah感到惊喜不已）,310,0,0,"Hug(""AmandaSarahKiss"")"
310,0,0,SarahReadyHug,让我们一起来个|集体的拥抱吧。ADD_MINUTES:1,（你邀请她们两个都投入你的怀抱中，|为即将开始的表演营造了和谐的气氛）,310,0,0,"Hug(""GroupHug"")"
310,10,10,SarahReadyHug,让我们一起来个|集体的亲吻吧。ADD_MINUTES:1,（你命令她们亲吻并加入到了一起|三个人相互亲吻到了一起）,310,0,0,"Hug(""GroupKiss"")"
310,0,0,,这就足够了。,好吧，那你能帮我穿衣服吗？,40,0,0,AllowLeave()
