Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
124,0,0,!Common_ActorIsOwner,这是我的计划女孩|（把Amanda推给Sarah）,（你把Amanda推到Sarah面前，她脸红了）|Sarah，我有件事想告诉你,800,0,1,StartDatingSarah()
124,0,0,,我会想出一个计划,太棒了如果你找到一个好的计划，请告诉我,123,0,0,
130,0,0,,我想看到你快乐,有你在身边，我很高兴|你让我开怀大笑,140,0,0,
130,0,0,,我想让你快乐,有你在身边，我很高兴|你让我开怀大笑,140,0,0,
130,0,0,Common_ActorIsOwned,我的小宝贝|你需要快乐,我和你在一起很开心，主人|你让我开怀大笑,140,0,0,
140,0,0,,你愿意做我的女朋友吗？,对！我会的！我爱你！,150,0,0,
140,0,0,,你会和我约会吗？,对！我会的！我爱你！,150,0,0,
140,0,0,,做我的女朋友,对！我会的！我爱你！,150,0,0,
150,0,0,,我爱你，Amanda|（亲吻她并与她约会）,（你们来了一个充满爱意的拥抱，并进行了漫长而|激情亲吻，以庆祝你的爱情）,160,3,0,StartDating()
150,0,0,,等待！我需要更多时间思考,（她看起来很失望）很好|那我们谈谈别的吧,0,0,0,
160,0,0,AllowSexAfterDate,亲爱的|让我看看你性感的身体,哦，是的，我的爱。|（你们俩都脱光衣服，看着对方的身体）,170,0,1,BothNaked()
160,0,0,AllowSexAfterDate,（脸红，|开始脱衣）,亲爱的，不要害羞。|（你们俩都脱光衣服，看着对方的身体）,170,0,-1,BothNaked()
160,0,0,AllowSexAfterDate,我想和你做爱,哦，是的，我的爱。|（你们俩都脱光衣服，看着对方的身体）,170,1,0,BothNaked()
160,0,0,,我太高兴了！,我也很高兴我的爱|我们现在该怎么办？,0,1,0,
160,0,0,,我迫不及待地|想告诉我的朋友,请让我先和Sarah谈谈|我们现在该怎么办？,0,-1,0,
160,0,0,,我们应该晚些时候出去,我们也可以在这里度过一个美好浪漫的夜晚。这取决于你,0,0,0,
170,0,0,,（上床睡觉）,,0,0,0,MakeLove()
170,0,0,!Common_ActorIsOwner,（把她推到床上）,,0,0,1,MakeLove()
170,0,0,!Common_ActorIsOwned,（让她抱着你上床）,,0,0,-1,MakeLove()
190,0,0,,我…我…我失去了思路,（她似乎仍然担心）|亲爱的，这很好,0,0,0,
190,0,0,,我认为我们|之间没有缘分,（她悲伤地看了你一眼）|你想分手吗？,191,0,0,
190,0,0,,我想分手,（她悲伤地看了你一眼）|亲爱的，真的吗？结束了？,191,0,0,
191,0,0,,不，让我们呆在一起,（她颤抖着，慢慢恢复过来）|请不要拿我开玩笑,0,0,0,
191,0,0,Common_ActorIsOwned,我们会分手的，但我会让你做我的奴隶,（她哭了，看起来很沮丧）|是的，小姐，这……这……没关系,192,-5,0,BreakUp()
191,0,0,!Common_ActorIsOwned,是的，我想分手,你为什么这么做|不要玩弄我的心！,193,-5,0,BreakUp()
192,0,0,,对不起|别哭,我会没事的，主人|让我们谈谈别的事情,0,0,-1,EndChat()
192,0,0,,你不在我的行列,求求你，小姐，太疼了|让我们谈谈别的事情,0,-1,1,EndChat()
192,0,0,,从一开始就是个错误,也许你是对的，我不知道|让我们谈谈别的事情,0,0,0,EndChat()
192,0,0,,你会找到一个最适合你的人,是的，还有一个人是完美的|谢谢，但我们谈谈别的吧,0,1,0,EndChat()
193,0,0,,对不起|别哭,天啊！好痛啊|（她逃离了房间）,194,0,-1,AmandaLeave()
193,0,0,,你不在我的行列,不要在伤口上撒盐|（她逃离了房间）,194,-1,1,AmandaLeave()
193,0,0,,从一开始就是个错误,对！一个巨大而可怕的错误|（她逃离了房间）,194,0,0,AmandaLeave()
193,0,0,,你会找到一个最适合你的人,我知道！总有一天我会拥有她|（她逃离了房间）,194,1,0,AmandaLeave()
200,0,0,,你喜欢失去控制|这让你对女孩着迷,我…呃...是的，小姐。我承认。|我无法解释为什么，但我喜欢束缚,210,0,1,
200,0,0,,你被绑起来时浑身湿透了,我不会那样说，但是的|我无法解释为什么，但我喜欢束缚,210,-1,0,
200,0,0,,被束缚是你|强烈的性幻想吗？,（她脸红了，低下头）我承认。|我无法解释为什么，但我喜欢束缚,210,1,0,
200,0,0,,被拘束是我们|共同的爱好,真的？你也喜欢被拘束吗|我无法解释为什么，但我喜欢束缚,210,0,-1,
210,0,0,,我可以解释为什么|你是个顺从的人,顺从？我？真的吗|像这些有主人的女孩一样？,220,0,0,
210,0,0,,这很简单|你有奴隶的天赋,我有奴隶的天赋？我？真的吗|像这些有主人的女孩一样？,220,0,0,
210,0,0,,这是sub中非常常见的幻想,sub之间？我是个顺从的人吗|像这些有主人的女孩一样？,220,0,0,
220,0,0,,是的，你需要有人|来满足你的幻想,一个特别的人来约束我……|小姐，你会是那个人吗？,230,1,-1,
220,0,0,,是的，主人会帮助|你满足这些欲望,一位主人帮我处理冲动|你会是那个人吗，小姐？,230,0,0,
220,0,0,,是的，只有主人才|能训练你的荡妇,（她咽了口唾沫）一个主人来训练我……|小姐，你会是那个人吗？,230,-1,1,
230,0,0,,我可以，但有一些要求,要求？请解释一下,240,0,0,
230,0,0,,我可能会|但我需要你的承诺,什么样的承诺？请解释一下,240,0,0,
240,0,0,,首先，你必须戴|一个上锁的项圈,我以前见过这些项圈|我知道它们对顺从者来说很特别,250,0,1,
240,0,0,,你会戴一个顺从的项圈,我以前见过这些项圈|我知道它们对顺从者来说很特别,250,0,0,
240,0,0,,作为我的奴隶|你要戴个上锁着的项圈,我以前见过这些项圈|我知道它们对顺从者来说很特别,250,-1,1,
240,0,0,,你可以戴项圈,我以前见过这些项圈|我知道它们对顺从者来说很特别,250,0,-1,
250,0,0,,你也会叫我：“主人”,好的，主人,260,0,0,
250,0,0,,你应该称呼我为“主人”,好的，主人,260,0,0,
260,0,0,,你要听从我的命令|像个乖乖的小母狗,（她皱着眉头）好吧，主人,270,-1,0,
260,0,0,,你要听从我的命令|像一个很好的顺从者,（她笑了）好的，主人,270,1,0,
260,0,0,,你要听从我的命令|像个好奴隶女孩,（她点了点头）好的，主人,270,0,0,
270,0,0,,如果你不服从|你会受到惩罚的,听起来很公平,280,0,0,
270,0,0,,如果你不服从|我会惩罚你的,听起来很公平,280,0,0,
280,0,0,,如果你表现的很好|我会满足你的,主人，你真好,290,0,0,
280,0,0,,当你很好的时候|我会满足你的欲望,（她点了点头，笑了）,290,1,0,
280,0,0,,如果你表现不错|你会在束缚中得到高潮,（她脸红了）是的，主人,290,0,1,
290,0,0,,那么，你愿意|做我的顺从者吗？,是的，COMMON_PLAYERNAME主人|我会服从你的,291,1,-1,
290,0,0,,你愿意戴我的项圈吗？,是的，COMMON_PLAYERNAME主人|我会服从你的,291,0,0,
290,0,0,,奴隶，你想要|这个项圈吗？,是的，COMMON_PLAYERNAME主人|我会服从你的,291,-1,1,
290,0,0,,你肯定是个好奴隶|但主人不应该是我,听到这个消息我真的很难过，主人。|那我们就不谈项圈了,0,-2,1,EndEnslaveAmanda()
290,0,0,,（再想想）|我不会给你戴项圈的,听到这个消息我真的很难过，主人。|那我们就不谈项圈了,0,-1,0,EndEnslaveAmanda()
291,0,0,,很好，Amanda,（你放了她，她看起来很燥热）|主人？有什么仪式吗？,292,0,0,EnslaveRelease()
291,0,0,,（解开她）,（你放了她，她看起来很燥热）|主人？有什么仪式吗？,292,0,0,EnslaveRelease()
292,0,0,,裸体吧|我可爱的小家伙,哦，天哪，好的，主人。|（她为你脱光衣服）,293,1,-1,EnslaveStrip()
292,0,0,,脱光衣服吧|你现在是我的母狗,哦，天哪。好的，主人。|（她为你脱光衣服）,293,-1,1,EnslaveStrip()
292,0,0,,当然，你现在|需要脱光衣服,哦，天哪。好的，主人。|（她为你脱光衣服）,293,0,0,EnslaveStrip()
293,0,0,,跪下，女孩,是的，主人。很抱歉，我有点紧张|（她慢慢地跪在你面前）,294,0,1,"ActorSetPose(""Kneel"")"
293,0,0,,跪下,是的，主人。很抱歉，我有点紧张|（她慢慢地跪在你面前）,294,0,0,"ActorSetPose(""Kneel"")"
293,0,0,,请为我跪下,是的，主人。很抱歉，我有点紧张|（她慢慢地跪在你面前）,294,0,-1,"ActorSetPose(""Kneel"")"
294,0,0,,一旦锁上|就没有回头路了,是的，主人。我理解并完全同意|我希望被锁起来，做你的顺从者,295,0,0,
294,0,0,,这是你最后一次|拒绝的机会,我不想拒绝，我完全同意|我希望被锁起来，做你的顺从者,295,0,0,
295,0,0,,好姑娘|（给她戴上项圈）,（你小心地把项圈绕在她的脖子上，用挂锁锁紧）,296,0,3,LockCollarAmanda()
295,0,0,,别动|（给她戴上项圈）,（你小心地把项圈绕在她的脖子上，用挂锁锁紧）,296,0,3,LockCollarAmanda()
295,0,0,,我现在拥有你|（给她戴上项圈）,（你小心地把项圈绕在她的脖子上，用挂锁锁紧）,296,0,3,LockCollarAmanda()
295,0,0,,你配不上我。|（别给她戴项圈）,你不想要我？这是毁灭性的|那我们就别再谈项圈了,0,-3,1,EndEnslaveAmanda()
295,0,0,,我改变主意了|（别给她戴项圈）,你不想要我？这是毁灭性的|那我们就别再谈项圈了,0,-2,0,EndEnslaveAmanda()
295,0,0,,我不能那样做|（别给她戴项圈）,你不想要我？这是毁灭性的|那我们就别再谈项圈了,0,-1,-1,EndEnslaveAmanda()
296,0,0,,我发誓要保护你,我发誓要听话、有纪律、值得信赖,297,0,0,
296,0,0,,我发誓要帮助你,我发誓要听话、有纪律、值得信赖,297,1,0,
296,0,0,,我发誓要管教你,我发誓要听话、有纪律、值得信赖,297,-1,0,
297,0,0,,站起来|我可爱的小家伙,谢谢主人。我太高兴了|你现在能把我捆起来吗？,0,1,-1,EndEnslaveAmanda()
297,0,0,,站起来|母狗,（她站了起来）谢谢主人|你现在能把我捆起来吗？,0,-1,1,EndEnslaveAmanda()
297,0,0,,站起来,谢谢主人。这太棒了|你现在能把我捆起来吗？,0,0,0,EndEnslaveAmanda()
300,0,0,,这些是学院的价值观吗？,是的，还有很多，很多，更多|如果你愿意，我可以教你,310,0,0,
300,0,0,,我没有那种纪律,奴隶是可以学习的|如果你愿意，我可以教你,310,0,0,
300,0,0,,我没有意志力,我相信你能学会的|如果你愿意，我可以教你,310,0,0,
310,0,0,,你会帮我吗？,是的，我想我可以把你培养成一个完美的奴隶,320,0,0,
310,0,0,,你会教我吗？,是的，我想我可以把你培养成一个完美的奴隶,320,0,0,
310,0,0,,课后教学？,在我的帮助下，你可以成为一名完美的奴隶,320,0,0,
320,0,0,,我？太好了！有可能吗？,通过训练和纪律，这是可能的|你可以做我的顺从者或者奴隶,0,0,0,TestSubmit()
320,0,0,,这就像一场梦,通过训练和纪律，这是可能的|你可以做我的顺从者或者奴隶,0,0,0,TestSubmit()
330,0,0,,顺从你？,是的，你必须服从我的每一个命令|我会把你训练到完美,340,0,0,
330,0,0,,怎么回事？,你必须服从我的每一个命令|我会把你训练到完美,340,0,0,
330,0,0,,你能解释一下吗？,你必须服从我的每一个命令|我会把你训练到完美,340,0,0,
340,0,0,,听起来有点复杂,这很简单，你遵守我的规则，就不会受到惩罚,350,0,0,
340,0,0,,很简单,这很简单。如果你遵守我的规则，你就不会受到惩罚,350,0,0,
350,0,0,,惩罚？,是的，我有权惩罚你|另外，你需要叫我：“主人”,360,0,0,
350,0,0,,这是硬核,惩罚会加强你的学习|另外，你需要叫我：“主人”,360,0,0,
350,0,0,,这合法吗？,你可以自由地做我的顺从或不顺从|另外，你需要叫我：“主人”,360,0,0,
360,0,0,,是的，主人,还不是小女孩。我会控制一切，包括你的性生活,370,0,0,
360,0,0,,很好,很好的subbie女孩。我会控制一切，包括你的性生活,370,0,0,
360,0,0,,包括在学校？,是的，即使在学校。我会控制一切，包括你的性生活,370,0,0,
370,0,0,,我的性生活，小姐？,你需要得到许可才能做爱或触摸自己|并戴上锁着的项圈,380,0,0,
370,0,0,,控制我的性生活？,你需要得到许可才能做爱或触摸自己|并戴上锁着的项圈,380,0,0,
380,0,0,,项圈|像狗一样？,有点像，我会成为你的主人|你愿意接受我的项圈吗？你会成为我的顺从吗？,390,0,0,
380,0,0,,这是完全被控制了,确实如此。那么，你愿意接受我的项圈吗|你会成为我忠诚的顺从者吗？,390,0,0,
380,0,0,,这太奇怪了,确实如此。那么，你愿意接受我的项圈吗|你会成为我忠诚的顺从者吗？,390,0,0,
380,0,0,,只在家？,不，要一直戴着，你愿意接受我的项圈吗|你愿意成为我忠实的顺从者吗？,390,0,0,
390,0,0,,是的，主人|（戴上项圈）,很好的subbie女孩|现在为我脱光衣服,391,0,0,TestNaked()
390,0,0,,我不能那样做|（不要戴项圈）,好吧，我不会强迫你的，女孩|如果你改变主意，请告诉我,0,0,0,EndChat()
391,0,0,,（点头并脱光衣服）,（她笑的时候，你脱下衣服）|很好，现在你要为我跪下,392,0,0,PlayerStrip()
391,0,0,,是的，主人|（脱光衣服）,（她笑的时候，你脱下衣服）|很好，现在你要为我跪下,392,0,0,PlayerStrip()
391,0,0,,我的荣幸|（脱光衣服）,（她笑的时候，你脱下衣服）|很好，现在你要为我跪下,392,0,0,PlayerStrip()
392,0,0,,如果我必须的话|（慢慢跪下）,最后一次回头的机会|你同意做我的顺从者，把这个项圈锁在你身上吗？,393,0,0,"SetPlayerPose(""BackKneel"")"
392,0,0,,好的|（为她跪下）,最后一次回头的机会|你同意做我的顺从者，把这个项圈锁在你身上吗？,393,0,0,"SetPlayerPose(""BackKneel"")"
392,0,0,,这是我的荣幸|（迅速跪下）,最后一次回头的机会|你同意做我的顺从者，把这个项圈锁在你身上吗？,393,0,0,"SetPlayerPose(""BackKneel"")"
393,0,0,,是的，主人|（戴上项圈）,（她小心地调整了你脖子上的项圈并锁上了）|你现在是我的小奴了,394,0,-3,PlayerCollared()
393,0,0,,我不能那样做|（不要戴项圈）,好吧，我不会强迫你的，女孩|如果你改变主意，请告诉我,0,0,0,EndChat()
394,0,0,,我太高兴了！,我也很高兴。保持忠诚|我会训练你成为一个完美的奴隶,395,1,0,
394,0,0,,我知道我得到了|很好的照顾,你得到了很好的照顾。保持忠诚|我会训练你成为一个完美的奴隶,395,0,-1,
394,0,0,,我感觉不太好,你会习惯的。忠诚点，我会训练你成为一个完美的奴隶,395,-1,0,
394,0,0,,（保持沉默，看看她的脚）,忠诚点，我会训练你成为一个完美的奴隶,395,0,0,
394,0,0,,项圈应该那么紧吗？,你会习惯的。忠诚点，我会训练你成为一个完美的奴隶,395,0,1,
395,0,0,,这将会很有趣,这肯定会很有趣|现在站起来，我的奴隶,0,0,0,PlayerStandUp()
395,0,0,,我等不及要开始训练了,我很快就会为你准备训练计划。现在站起来，我的奴隶,0,1,-1,PlayerStandUp()
395,0,0,,训练可以等待,当你的日程安排好时，它就会开始。现在站起来，我的奴隶,0,-1,1,PlayerStandUp()
400,0,0,,是的，我们今天开始约会了,（她叹了口气）告诉我COMMON_PLAYERNAME|你真的爱她吗？,410,-1,0,
400,0,0,,对。有什么事吗？,（她叹了口气）告诉我COMMON_PLAYERNAME|你真的爱她吗？,410,-1,-1,
400,0,0,,你嫉妒吗？,（她看起来很震惊）我不嫉妒|告诉我，你真的爱她吗？,410,-2,1,
410,0,0,,是的，我爱她,很好。那么，请答应我一件事|答应我，你会照顾她，珍惜她,420,0,0,
410,0,0,,我真的很爱她,很好。那么，请答应我一件事|答应我，你会照顾她，珍惜她,420,0,0,
410,0,0,,我不知道,如果你不知道，那就意味着你不爱她|如果是这样的话，你应该分手,430,-1,-1,
410,0,0,,不是真的|我们都想要更多的阴部,这不是一段健康的关系|你们俩现在应该分手了,430,-2,1,
420,0,0,,我保证会照顾和保护她,好吧，也许她得到了很好的照顾|你现在想做什么？,0,0,1,EndChat()
420,0,0,,我保证我会珍惜和爱她,很好，你似乎真的很爱她|你现在想做什么？,0,1,0,EndChat()
420,0,0,Common_ActorIsOwned,我什么都不答应！,好吧，主人，我不会争辩的|你现在想做什么？,0,-2,1,EndChat()
420,0,0,!Common_ActorIsOwned,我什么都不答应！,好的！做你想做的事，我不在乎|（她离开你的房间，砰地关上门）,791,-2,1,KickedOut()
430,0,0,,好吧，我们分手,很好，很高兴你能理解|你现在想做什么？,0,1,0,EndChat()
430,0,0,,我会考虑的,仔细想想，你会明白的|你现在想做什么？,0,0,0,EndChat()
430,0,0,Common_ActorIsOwned,奴隶，别告诉我该怎么办,好吧，主人，我不会争辩的|你现在想做什么？,0,-1,1,EndChat()
430,0,0,!Common_ActorIsOwned,我不会分手的,好的！做你想做的事，我不在乎|（她离开你的房间，砰地关上门）,791,-1,1,KickedOut()
450,0,0,,有趣的主人？,,0,0,0,RandomAmandaDommeEvent()
450,0,0,,发生什么事？,,0,0,0,RandomAmandaDommeEvent()
450,0,0,,（高兴地点头）,,0,0,0,RandomAmandaDommeEvent()
450,0,0,,（看起来很惊讶）,,0,0,0,RandomAmandaDommeEvent()
500,0,0,,你是个书呆子，是吗？,（她皱着眉头）别叫我书呆子|我只是比大多数人学习多一点,510,-1,0,
500,0,0,,你学习很多？,是的，我比大多数人学习多一点,510,0,0,
500,0,0,,你在课堂上看起来很严肃,当然，我想取得好成绩|我也比大多数人学习多一点,510,1,0,
510,0,0,,你不想玩得开心吗？,我玩得很开心！我有一个很棒的朋友，我也下棋和玩电子游戏,520,0,0,
510,0,0,,听起来很无聊,在学校取得成功并不无聊|我也下棋和玩电子游戏,520,-1,0,
510,0,0,,你玩游戏吗？,对！我下棋和玩电子游戏,520,1,0,
520,0,0,HaveCuffs,我还有一个游戏给你,哦？什么游戏？,530,0,0,
520,0,0,,你试过自缚吗？,自缚？（她脸红了）|嗯...也许我做过几次,540,0,0,
530,0,0,,游戏名为：|“试着逃跑”,听起来像是个有趣的游戏|你是怎么玩的？,531,0,0,
530,0,0,,游戏名为：|“卡在手铐里”,听起来像是个有趣的游戏|你是怎么玩的？,531,0,1,
530,0,0,,游戏名为：|“铐上我”,听起来像是个有趣的游戏|你是怎么玩的？,531,0,-1,
531,0,0,,这很容易|（试着给她套上手铐）,你们俩都咯咯地笑着|你很轻松的把手铐锁在她的手腕上,532,0,0,CuffsGame()
532,0,0,Common_PlayerRestrained,有趣的游戏，不是吗|（在手铐中挣扎）,是的，我们必须更经常地玩它|（她看着你挣扎，笑了）,0,0,-1,EndChat()
532,0,0,!Common_PlayerRestrained,有趣的游戏，不是吗|（看着她的挣扎）,是的，我们必须更经常地玩它|（她为了好玩而在袖口里挣扎）,0,0,1,EndChat()
540,0,0,,这很刺激吗？,当然，但把自己绑好并不容易,541,0,0,
540,0,0,,当你把自己绑起来的时候|提醒我注意安全,哦，是的，小姐。好主意|或者你可以帮我,541,0,1,
540,0,0,,我也做一些自缚,记住要小心|也许我们可以互相帮助,541,0,-1,
541,0,0,!Common_ActorIsOwned,太棒了|我迫不及待地想被绑起来,你真是个古怪的女孩|你现在有绳子吗？,0,0,-1,EndChat()
541,0,0,,我们的下一个|自缚可能是在一起,我很喜欢那个COMMON_PLAYERNAME|你现在有绳子吗？,0,1,0,EndChat()
541,0,0,,听起来很有趣,确实如此。束缚是相当刺激的,0,0,0,EndChat()
541,0,0,!Common_ActorIsOwner,太好了！|把你绑起来会很有趣,当然。你现在有绳子吗？,0,0,1,EndChat()
600,0,0,,穿上你的校服,我总是很自豪能代表学院|（她换了校服）,0,0,0,"ForceChangeActor(""Clothed"")"
600,0,0,AllowPajamas,穿上你的睡衣,（她笑了）好主意|是时候开个睡衣派对了,0,0,0,"ForceChangeActor(""Pajamas"")"
600,0,0,AllowHeroine,穿上剧中的女主角盔甲,这主意真好笑！（她变了）|我确实需要明天把它带回来,0,0,0,"ForceChangeActor(""Heroine"")"
