Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
410,0,0,,（把她的手臂向后拉）,嘿，请稳住|（你把每只手臂铐在椅子的两侧）,420,-1,1,LaurenCuffed()
410,0,0,,现在把你的手臂放在身后,没必要粗鲁|（你把每只手臂铐在椅子的两侧）,420,-1,0,LaurenCuffed()
420,0,0,,好的，你现在|可以试着逃跑了。,（她从马尾上拔出一个夹子，摸索着）|等等，你刚才做了什么？,430,0,0,
420,0,0,,祝你好运|早点摆脱困境。,哦，天哪，这看起来确实很难。|（她从马尾上拔出一个发夹，摸索着）,430,0,1,
420,0,0,,试试看|我不认为你有机会。,我也不太确定，但我可以试试。|（她开始摸索着从马尾上拔下的发夹）,430,0,-1,
430,0,0,,我记得你说过|你能逃脱任何事情？,但我需要用发夹做一个垫片|（她一只手拼命挣扎）,440,0,1,
430,0,0,HasClip,酷，我没想到会|把夹子放在那里。,事实上这比我想象的要困难得多。,440,1,0,
430,0,0,,你在干什么？,对不起，这比我想象的要难得多。,440,-1,1,
440,0,0,,口球有助于你集中注意力,我想不会，但如果你坚持的话,450,0,1,Leave()
440,0,0,,你想戴口球吗？,不，不应该让事情变得更加困难。,450,0,0,Leave()
450,0,0,,你放弃了吗？,不，再给我一点时间。,450,0,0,GiveUpGagged()
450,0,0,!Common_PlayerRestrained,你喜欢缎面的感觉吗？,（你轻轻地把手指放在胸罩罩杯上，|吓了她一跳，让她把发夹掉了下来）,460,-1,0,
450,0,0,!Common_PlayerRestrained,太慢了，时间到了|（放开她）,（你释放了Lauren，她赶紧重新开始）,510,-1,1,ReleaseLauren()
450,0,0,!Common_PlayerRestrained,我想我可以在你之前逃脱。,（Nicole打断了他的话）|如果你想试试，还有更多的手铐和脚镣。,455,0,0,NoLeave()
450,0,0,LaurenGagged,（解开她）,（你把她的嘴拿掉）|谢谢你，这已经够棘手的了。,450,0,0,UngagLauren()
455,0,0,,我开玩笑的。,（你回到Lauren身边）,450,0,0,Leave()
455,0,0,,好吧，|我试试。,（你脱下制服，解开手铐后|Nicole帮你铐在另一把椅子上）,490,0,-3,PlayerCuffed()
460,0,0,,我该拿你怎么办？,我不知道，我以前从来没有被这样困住过。,460,0,0,Ask()
460,0,0,,（轻轻抚摸她的乳房）,（她非常温柔地呻吟着你的温柔）,460,0,0,StrokeBreasts()
460,0,0,,（摸她的胸部）,等等，这太粗鲁了。住手。,460,0,0,GropeBreasts()
460,0,0,,（捏她的乳头）,（Lauren尖叫道）|放开我，你这变态。,460,0,0,PinchNipples()
460,0,0,,（吻她）,（当你去吻她时，Lauren退缩了）|是什么让你有这个想法的？,460,0,0,Kiss()
460,0,0,,（抚摸着她裹着内裤的屁股）,呜呜..mmm!mmhhgm|（Lauren退缩了，但似乎在品味你穿过缎子的触感）,460,0,0,CaressBum()
460,0,0,,（拍拍她的屁股）,噢，那是干什么的？,460,0,0,SlapBum()
460,0,0,,（擦她的胯部）,嘿，别这样。甚至不要考虑去那里。,460,0,0,RubCrotch()
460,0,0,,（抚摸她）,啊，你....你在干什么？不！,460,0,0,Masturbate()
460,0,0,,你受够了吗？,（她点了点头）,470,0,0,Enough()
470,0,0,LaurenGagged,（解开她）,（你把她的嘴拿掉）谢谢。,470,0,0,UngagLauren()
470,0,0,,（让她走）,（你释放了Lauren，她赶紧重新开始）,510,1,0,ReleaseLauren()
470,0,0,,（继续逗弄她）,（她之前把发夹掉了，现在却无助地被铐在椅子上）,460,0,0,
470,0,0,,我希望我也能试一下。,（Nicole打断了他的话）|还有很多手铐和脚镣，你想要一只手吗？,480,0,0,NoLeave()
480,0,0,,我开玩笑的。,（你回到Lauren身边）,470,0,0,Leave()
480,0,0,,你会吗？好的，请。,（你脱下制服，解开手铐后|Nicole帮你铐在另一把椅子上）,490,0,-3,PlayerCuffed()
490,0,0,,（试着挣脱）,（你试图扭动和拉扯，但手铐太结实了）,490,0,0,
490,0,0,,（检查手铐）,（它们是真正的钢手铐，|不是带有释放片的玩具手铐）,490,0,0,
490,0,0,HasClip,（试着用发夹逃跑）,（你把一个夹子扣在内裤的贞操带上。你勉强够到了）,490,0,0,ReachedClip()
490,0,0,GotClip,（尝试使用发夹）,（你只能用一只手，发现操纵发夹要困难得多）,490,0,0,UseClip()
490,0,0,ItsHard,（继续用发夹试试）,（你坚持不懈，试图打破夹子|但当你试图单手弯曲它时，夹子掉了下来）,490,0,0,DropClip()
490,0,0,,我放弃了|你现在能放我走吗？,（Nicole嘲笑道）|拜托，你现在不能就这么放弃。,490,0,0,
490,0,0,,这不可能逃脱|你能帮忙吗？,（Nicole叹了口气，用一些布堵住了你的嘴）|别抱怨了，继续吧。,490,0,-1,PlayerClothGagged()
490,0,0,PlayerGagged,@Nnghlm，plmhfm hmlp mm。,（Nicole不理你，回到她自己试图挣脱手铐的地方）,500,0,0,
490,0,0,,（别再试图逃跑了）,（Nicole登上了船，再次尝试挣脱手铐）,500,0,-1,
500,0,0,,谁来帮帮我。,（Nicole用一些布堵住你的嘴）|安静点，我正努力集中注意力。,500,0,-1,PlayerClothGagged()
500,0,0,PlayerGagged,@HMLP,（你低沉的呼救声被俱乐部周围的噪音淹没了）,500,0,0,
500,0,0,,（再次尝试挣扎）,（你无能为力|你的四肢真的开始因为这种残酷的束缚而疼痛。,500,0,0,
500,0,0,,（等待帮助）,（你只是坐在那里不舒服）,500,0,0,Wait()
510,0,0,,你喜欢吗？,几乎没有，这太残忍了|（她又回去教Nicole了）,520,0,0,Enjoyment()
510,0,0,,我们应该再做一次。,我不这么认为。|（她回去教Nicole了）,520,0,0,Again()
600,0,0,,（试着移动）,别动。（Lauren摘下眼罩）|我没想到事情会这么顺利。,610,0,0,RemoveBlindfold()
600,0,0,,（试着说话）,安静点。（Lauren摘下眼罩）|我没想到事情会这么顺利。,610,0,-1,RemoveBlindfold()
610,0,0,,@呜呜..恩..,趁我想好该怎么处理你的时候|试着逃离那条手铐（她走开了）,620,0,0,
610,0,0,,@为什么？,趁我想好该怎么处理你的时候|你试试看你能不能逃出来（她走开了）,620,0,0,
620,0,0,,（探索你的困境）,（你被铐在天花板上的链子上，|把你的手臂举在身后）,630,0,0,
620,0,0,,（请耐心等待）,（你静静地等待，无法移开，|站起来或坐下）,620,0,-1,LaurenReturn()
620,0,0,,（呼救）,（你低沉的呼救声被俱乐部周围的噪音淹没了）,620,0,0,LaurenReturn()
630,0,0,,（试着挣脱）,（你被非常坚固的铁链困住了|你有限的挣扎不可能逃出来）,630,0,0,LaurenReturn()
630,0,0,HasKey,（用你的手铐钥匙）,（钥匙和所有其他物品都是你的包。|你不可能这样拿到它们）,630,0,0,
630,0,0,HasClip,（试着用发夹）,（你的手举得很高|不能伸手去抓藏在衣服或头发里的夹子）,630,0,0,HandsTooHigh()
630,0,0,LocateClip,（我怎样才能把|头发夹到手上）,（你的马尾辫、衬衫、裙子贞操带和内裤上都藏着夹子）,630,0,0,ClipOptions()
630,0,0,SafeClips,（试着甩动你的马尾）,（你用力摇头，摇着马尾，但它并没有靠近你的手）,630,0,0,LaurenReturn()
630,0,0,SafeClips,（试着弯曲手臂|去够衬衫）,（没用的，手铐举到肩膀上方，你的手臂不能那样弯曲）,630,0,0,LaurenReturn()
630,0,0,SafeClips,（试着跳起来够到裙子）,（即使是一个很好的立定跳跃也无法达到那么高，|系带帕多限制了你只能进行微弱的跳跃）,630,0,0,LaurenReturn()
630,0,0,RiskyClip,（试着伸手去摸你的内裤）,（你试着向前翻，|把腿踢到身后）,630,0,0,ReachingPanties()
630,0,0,UsefulClip,（用发夹逃跑）,（你非常小心地把发夹做成垫片|然后在Lauren回来时松开手铐）,800,2,1,Escape()
630,0,0,,（请耐心等待）,（你静静地等待，无法移开，|站起来或坐下）,630,0,-1,LaurenReturn()
630,0,0,,（呼救）,（你低沉的呼救声被俱乐部周围的噪音淹没了）,630,0,0,LaurenReturn()
640,0,0,,（试着抓住发夹）,（重力接管之前，你甚至可以得到一个|手接近发夹，你回落）,630,0,0,
640,0,0,,（试着用腿抓住链子）,（你只要抓住链子就行了）看，这是粉红色的内裤|（整个俱乐部哄堂大笑）,650,0,0,
650,0,0,,（拿着夹子）,（当你拿起夹子时，你的脚滑了一下，摔倒了|痛苦地扭动着你的手臂）,630,0,0,
650,0,0,,（把内裤藏起来）,（你很快松开腿，落地，把裙子往后抖|以掩饰你的尴尬）,630,0,-3,Embarrassed()
650,0,0,,（提高腿部抓地力）,（忽略球杆，花点时间更好地抓住链子，稳住自己）,660,0,1,Confident()
660,0,0,,（拿着夹子）,（你从内裤中取出夹子，轻轻地将脚放回地面）,630,0,0,RetrieveClip()
660,0,0,,（感觉血液涌向你的头）,（Lauren打电话过来）|我有一些脚镣和另一把挂锁，如果你想一直这样？,670,0,0,
670,0,0,,（点了点头）,抱歉，这不安全。（她扶你下来）|也许我应该阻止你再那样做？,680,1,0,
670,0,0,,（摇头）,（你迅速将夹子从内裤上取下，然后将脚放回地面）,630,0,0,RetrieveClip()
680,0,0,,（点了点头）,（她给你系上了脚镣和项圈|中间有一段链子，然后又走开了）,690,0,0,LegCuffs()
680,0,0,,（摇头）,随你便，小心点。（她又走开了）,630,0,0,
690,0,0,,（试着挣脱）,（你被非常安全的钢铁困住了，没有办法|你受到限制，挣扎着要打破它）,690,0,0,LaurenReturn()
690,0,0,,（试着甩动你的马尾）,（你用力摇头，摇着马尾，但它并没有靠近你的手）,690,0,0,LaurenReturn()
690,0,0,,（试着弯曲手臂|去找夹子）,（没用的，手铐举得离肩膀很远，你现在根本举不起来）,690,0,0,LaurenReturn()
690,0,0,,（试着跳起来去够裙子）,（即使你找了一个很好的跳跃姿势，也无法够到|现在你被锁链束缚着，弹跳高度简直是可怜）,690,0,-1,LaurenReturn()
690,0,0,,（试着伸手去摸内裤）,（你再次缩成一团，但当你从后面跳起来时|链条猛地拉住你的项圈，让你停了下来),690,0,0,LaurenReturn()
690,0,0,,（请耐心等待）,（你静静地等待，无法移开，|站起来或坐下）,690,0,-1,LaurenReturn()
690,0,0,,（呼救）,（你低沉的呼救声被俱乐部周围的噪音淹没了）,690,0,0,LaurenReturn()
700,0,0,,（点了点头）,哇，那些疯狂的故事是真的|好吧，耐心点，Cassidy坚持要我试试这个。,730,-1,-1,NodRevenge()
700,0,0,,（摇头）,你确定吗？我听到了一些关于你今天的疯狂故事。,710,0,0,ShakeRevenge()
700,0,0,,@Gnngn？,对不起，我听不懂花言巧语。,700,0,0,
710,0,0,,（点了点头）,哦，这让我松了一口气，Cassidy说我应该和|我的变态俘虏亲密地玩一会（她放了你）,720,1,0,StrappadoRelease()
710,0,0,,（摇头）,请耐心听我说，我对这类事情不熟悉|但Cassidy坚持要我学习。,730,0,1,
710,0,0,,@什么事？,我听不懂你想说什么。,710,0,0,
720,0,0,,谢谢你。,你太客气了，我知道那些放荡的故事不可能是真的|（她又走了）,525,1,0,CanLeave()
720,0,0,,我们可以做点什么,天啊，你真是个荡妇|（她怒气冲冲地走了）,525,-1,0,CanLeave()
730,0,0,,@呜呜..enmnnm？,（她无视你的喃喃自语，绕着你走，|跪下来偷看）,740,0,0,ExtraRestraint()
730,0,0,,（看起来很紧张）,我对此也不感兴趣，但我必须这么做|（她走在你身后，跪下偷看）,740,0,-1,ExtraRestraint()
730,0,0,,（安慰地点头）,好吧，希望你喜欢|（她走在你身后，跪下偷看）,740,1,0,ExtraRestraint()
735,0,0,,（试着踢开Lauren）,噢，请不要让这件事变得比现在更难了。|（她给你戴上脚镣，还系着链子和领子）,740,-1,1,LegCuffs()
735,0,0,,（看看她接下来会做什么）,为了你自己的利益和我的安全，我最好这样做|（她给你戴上脚镣，还系着链子和项圈）,740,0,0,LegCuffs()
740,0,0,,（轻声呻吟）,（Lauren开始用一只不稳定的手擦你的大腿）,740,0,0,LaurenIntimate()
740,0,0,,（可怜地哼了一声）,（Lauren开始用一只不稳定的手擦你的大腿）,740,0,-1,LaurenIntimate()
740,0,0,,（高兴地哼了一声）,（Lauren开始用一只不稳定的手擦你的大腿）,740,1,0,LaurenIntimate()
740,0,0,,（愤怒地打鼾）,（Lauren开始用一只不稳定的手擦你的大腿）,740,-1,1,LaurenIntimate()
740,0,0,,（摇动臀部）,（Lauren开始用一只不稳定的手擦你的大腿）,740,0,0,LaurenIntimate()
740,0,0,,（试着远离她）,（Lauren开始用一只不稳定的手擦你的大腿）,740,0,-1,LaurenIntimate()
740,0,0,,（大声呻吟）,（Lauren开始用一只不稳定的手擦你的大腿）,740,-1,0,LaurenIntimate()
740,0,0,,（疯狂地挣扎）,（Lauren开始用一只不稳定的手擦你的大腿）,740,0,-1,LaurenIntimate()
740,0,0,,（开玩笑地挣扎）,（Lauren开始用一只不稳定的手擦你的大腿）,740,1,-1,LaurenIntimate()
740,0,0,,（保持被动）,（Lauren开始用一只不稳定的手擦你的大腿）,740,0,0,LaurenIntimate()
745,0,0,,（点了点头）,如果你坚持。（她拉下你的内裤）,740,0,0,Nod()
745,0,0,,（摇头）,你说得对，这是个坏主意。Cassi|（她怒气冲冲地想要离开你）,750,0,0,Shake()
746,0,0,,（点了点头）,你真是变态|（她把手指伸进你屁股里）,740,0,0,Nod2()
746,0,0,,（摇头）,哎呀，我在想什么，我很抱歉|（她匆匆把你的内裤拉回来，跑开了，把你留在那里）,750,0,0,
750,0,0,,（试着挣脱）,（你试图扭转和拉动，但你的钢铁束缚太强了）,750,0,0,PostOBreak()
750,0,0,EscapeArtist,（试着用发夹）,（你的身体因为被夹在这条系带中而疼痛|你现在已经没有力气去抓夹子了）,750,0,0,PostOClip()
750,0,0,,（请安静等待）,（疼痛，无法移动，站起来或坐下，|你只是挂在那里）,750,0,0,Wait()
750,0,0,,（呼救）,（你低沉的呼救声被俱乐部周围的噪音淹没了）,750,0,0,PostOCall()
800,0,0,,（解开口塞）,那是一次令人印象深刻的逃脱。,810,0,0,PlayerFree()
800,0,0,,@Whht dh nhh whnt nhw?,你能再重复一遍吗？,800,0,0,
810,0,0,,谢谢,如果你不介意的话，我得回去教Nicole了|她还没有掌握窍门。,525,1,0,CanLeave()
810,0,0,,也许我们应该看看|你有多令人印象深刻？,下次，我需要回去教Nicole|她还没有掌握窍门。,525,0,0,CanLeave()
900,0,0,,你没看见我现在很忙吗？,（Jenna把你转过来）|你到底在做什么？,910,-1,0,JennaFurious()
900,0,0,,等等，对不起|我不是故意的。,（你转向Jenna）|她显然不喜欢那样，但你还是坚持了下来。,910,1,0,Jenna()
900,0,0,,Lauren怎么了？,（你转向Jenna）|问题是你虐待她。,910,0,0,Jenna()
910,0,0,,我真的很抱歉。,,910,0,0,Discipline()
910,0,0,,推开Jenna|否则你就是下一个。,,910,0,0,Discipline()
910,0,0,,这对你有什么关系？,,910,0,0,Discipline()
