Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
234,0,0,,我不确定我的需要帮助。,每一点点都有帮助，|但你看起来很好。,200,0,0,
234,0,0,,如果把你捆起来，你的|胸部一定会看起来很大。,那是不可能的。,200,-1,1,
234,0,0,HasLooseArmbinder,我有一个把手肘|固定在一起的单手套。,酷，你自己试过了吗？,235,0,0,
235,0,0,,我试过了|但这对自我束缚没有好处。,我会帮你把它利用好,236,1,-1,
235,0,0,,不，我只想用在|我最喜欢的奴隶身上,这个俱乐部有大把的女孩|会很乐意成为你的奴隶呢,200,0,0,
235,0,0,,没有，但你应该试试。,在我身上试？还是算了吧|俱乐部的女孩可能会用你的单手套来对付你,200,-1,0,
236,0,0,,我还不确定我是否想,别多想，来吧，你穿上它会看起来很顺从。,236,0,-1,
236,0,0,,不，下次吧,好吧，你的损失。,200,0,0,
236,0,0,,你会吗？谢谢|我一直想好好试一下,（Amelia帮你穿上单手套，拉紧手臂上的束带|直到你的肘部被紧紧的挤压在一起）,500,1,-1,PlayerArmbinded()
250,0,0,,Lucy平时怎么样？,Lucy平时确实很甜美，除非她想抢夺男朋友|而且她知道很多Kinbaku的技巧,251,,,
250,0,0,,这样做能区分|出她们么？,或许吧，束缚对于Lucy来说完全没有必要|她可以展示出一些对你来说极为震撼的Kinbaku技术。,251,0,-1,
251,0,0,,Heather呢？,她很坏，总是扮演她的妹妹|她们都自称是Lucy。,252,0,0,
251,0,0,,她两还有什么不同呢？,Lucy可以教你，Kinbaku不仅仅是束缚，还有很多意义|Heather则会让你了解并享受痛苦,252,0,1,
252,0,0,,如果能解开Lucy，那我们|就能学到一些新技巧了,是的，她会教你一两个技巧|但你怎么知知道谁是Lucy呢？,200,0,0,
252,0,0,,最好把它们都捆紧,如果我们知道哪一个是Lucy|那么她可以向我们展示一些新技术。,200,0,1,
255,0,0,,酷，让她们的束缚更紧。,它已经足够紧了|任何收紧都会切断她们的血液循环。,200,,,
255,0,0,,这些束缚够痛吗？,让我把你绑起来，你自己感受一下。,260,0,0,
255,0,0,,哇，我能撑得住么？,像你这样娇嫩的女孩会说话很快|但你仍然会按照我的意愿保持这个姿势。,200,,,
255,0,0,,Heather有可能同意吗？,这肯定比这更好，但我认为她可能在期待|Lucy能先崩溃，然后再自称是Heather。,200,,,
260,0,0,,是的，Amelia小姐。,（Amelia帮你脱下制服，把你的手腕拉|到身后，开始把你绑起来）,500,1,-1,AmeliaTies()
260,0,3,,让我们看看你有多厉害。,（Amelia迅速用一条紧绷的绳子固定住你的手臂）,500,0,0,AmeliaTiesDom()
260,0,0,,你还不能把我捆起来,好吧，现在不行，但等你准备|好了，就叫我Amelia小姐。,200,0,0,NotTieMe()
260,0,0,,我们可以把|Charlotte绑起来,我认为她还没有准备好|你看起来更加诱人,200,0,0,TieCharlotte()
300,0,0,Charlotte310NotDone,是你把这些女孩绑起来的？,不，不是那样的。Amelia把她们捆起来，让我帮她。,310,0,0,Charlotte310Done()
300,0,0,Charlotte320NotDone,你是这里的常客吗？,不，不。我不是这个俱乐部的会员，|只是一个朋友让我在这里见她。,320,0,0,Charlotte320Done()
300,0,0,Charlotte330NotDone,你希望被绑起来么？,老实说，我真的不喜欢束缚|我只是在这里等一个朋友。,330,0,0,Charlotte330Done()
300,0,0,Charlotte340NotDone,你现在应该被绑起来了,什么意思？我真的不喜欢那样。,340,-1,1,Charlotte340Done()
300,0,0,Charlotte350NotDone,你认为这对|双胞胎现在需要什么。,我不知道，也许得把她们解开了。,350,0,0,Charlotte350Done()
300,0,0,Charlotte360NotDone,你紧紧地抓着那个包|里面是什么？,没什么，只是我的作业。,360,0,0,Charlotte360Done()
300,0,0,,要怎么区分这对双胞胎？,没有办法，但Lucy挺诚实的，不像她的姐姐|emmm...你听说过两个守卫的谜语吗？,300,0,0,
300,0,0,,（检查小组的其他成员）,（Amelia正在告诉Charlotte关于紧缚的事）,100,0,0,
310,0,0,,你不喜欢捆绑么？,这不是我的事|Amelia只是让我帮了下忙，仅此而已。,311,0,1,
310,0,0,,拜托|看起来你帮了很多忙。,也许有一点，但这真的不是我的事。,311,1,0,
311,0,0,,所以你更喜欢被绑起来。,说真的？谁愿意被捆绑？,312,-1,1,
311,0,0,,你喜欢什么？,恩...等等，我有点事|我刚才在走廊里看到了我的朋友。,300,0,0,
312,0,0,,我就很愿意~,好奇怪呀，我不会把你绑起来的,300,0,-1,
312,0,0,,这里的女孩|显然很喜欢它,好吧，她们中的一些人表达的方式似乎不太对。,300,0,0,
312,0,0,,不想承认就罢了,我不知道你在说什么,300,0,1,
320,0,0,,哦，真的吗|你在这里看起来很安定。,emmm...这只是一个学院俱乐部|不会有事的,300,0,0,
320,0,0,,那么，你的这位朋友是谁？,哦，她还没来。,321,0,0,
321,0,0,,也许我就是你在等的朋友。,我们几乎不认识，但我想我们可以做朋友。,322,1,0,
3210,0,0,,,,,,,
322,0,0,,当然，我们都是朋友。,我想是吧，我不太确定这里的女孩|是否真的友善,300,1,0,
322,0,0,,是你的炮友？,我不知道你是什么意思？,323,0,0,
323,0,0,,只是我们在需要的时候|总是互相帮助。,当然，患难见真情。,300,1,0,
323,0,0,,来吧，除了绳索|还有更多值得享受的东西。,我真的不明白你的意思|不管怎样，还有别的事吗？,300,-1,1,
330,0,0,,（未完待续）,（你想和Charlotte谈谈什么？）,300,,,
340,0,0,,听起来你不太喜欢。,不，真的，我不喜欢这种事情。,300,0,0,
340,0,0,,哦，这位女士你|抗议得太多了,不不等等。。什么。。我…|请不要把我捆起来。,300,0,1,
350,0,0,,打一顿应该|能让她们说实话,这太残忍了，她们似乎很不舒服。,300,-1,0,
350,0,0,,把她们脱光怎么样？,我不确定你想要实现什么|我对她们的困境也不感兴趣。,300,0,0,
360,0,0,,哦，好吧|这里没有狗会吃它,狗可能会觉得它很耐嚼。,300,0,0,
360,0,0,,来吧，你可以告诉我。,我告诉过你，这只是无聊的家庭作业。,300,-1,0,
360,0,0,,我可以帮你。,不，不，我一个人会应付得很好。,300,0,1,
400,0,0,,我希望我能像那样|被紧紧地绑着,（Amelia说）我们可以实现这个愿望。,400,,,
400,0,0,,我想我们应该让|你整晚都这样,（女孩摇摇头，痛苦地呻吟着）,400,,,
400,0,0,,真是个创新的|捆绑方式,（Amelia说）没错，Lucy上周在Natalie身上演示过这个|不是经典的Kinbaku，但相当痛苦,400,,,
400,0,0,,（审问她）,（一定有办法知道她是哪对双胞胎）,410,,,
400,0,0,Kidnapper,（绑架她）,--,400,,,Kidnap()
400,0,0,,（放开她）,（Amelia在你伸手去解开时大声说）|你确定那是Lucy吗？,420,0,0,
400,0,0,,（检查小组的其他成员）,（Amelia正在告诉Charlotte关于紧缚的事）,100,0,0,
410,0,0,,你是Lucy吗？,（她点了点头）,410,,,
410,0,0,,你是Heather吗？,（她摇了摇头）,410,,,
410,0,0,,你妹妹是Lucy吗？,（她摇了摇头）,410,,,
410,0,0,,你妹妹会自称是Lucy吗？,--,410,,,WouldYourSister()
410,0,0,,你是个淘气的女孩|应该受到惩罚,（她颤抖着恳求道）|（Charlotte大声说）你快把她弄哭了,410,,,NaughtyLeft()
410,0,0,,我认为你应该绑得更紧。,（她呜咽着摇了摇头|她被那样捆着的胳膊已经疼了）,410,,,TighterLeft()
410,0,0,,（重新考虑您的选项）,（你现在做什么？）,400,,,
410,0,0,,（检查小组的其他成员）,（Amelia正在告诉Charlotte关于紧缚的事）,100,0,0,
420,0,0,,是的，我确定,（你放了她）|非常感谢。我讨厌Heather伪装成我。我是Lucy。,400,0,0,ReleaseTwin()
420,0,0,,不，我不确定。,（你把她捆起来，重新考虑你的选择）,400,0,0,
430,0,0,Kidnapper,（绑架她）,--,430,0,0,Kidnap()
430,0,0,,（放开她）,（你放了她）|非常感谢。我讨厌Heather伪装成我。我是Lucy。,600,0,0,ReleaseLucy()
430,0,0,,我现在应该解开你吗？,呜呜..呜..恩..哇..|（快帮我解开吧，我抽筋得很厉害）,430,0,0,
430,0,0,,你想保持原样|还是和你妹妹在一起？,谢谢。请帮我解开。|（这不好笑。请帮我松开）,430,0,0,JoinSister()
430,0,0,,（检查小组的其他成员）,（Amelia正在告诉Charlotte关于紧缚的事）,100,0,0,
450,0,0,,你被捆得这么紧|真是幸运。,（Amelia说）你也可以同样幸运。,450,,,
450,0,0,,（挠她一下）,（你坐在她的腿上，开始挠她裸露的腋窝|她无助地咯咯笑）,460,,,
450,0,0,,这样捆绑真是有趣,（Amelia说）是的，Lucy刚才给我们看过|不对称捆绑在Kinbaku很常见。,450,,,
450,0,0,,（审问她）,（一定有办法知道她是哪对双胞胎）,470,,,
450,0,0,Kidnapper,（绑架她）,--,450,,,Kidnap()
450,0,0,,（放开她）,（Amelia在你伸手去解开时大声说）|你确定那是Lucy吗？,490,0,0,
450,0,0,,（检查小组的其他成员）,（Amelia正在告诉Charlotte关于紧缚的事）,100,0,0,
460,0,0,,（别再逗她了）,（你站起来，让她恢复）,450,,,
460,0,0,,（继续挠她的痒痒）,（当你更强烈地挠她痒痒时|她笑得泪流满面，恳求你停下来）,465,,,
465,0,0,,你是Heather吗？,（她不情愿地点了点头）|（你站起来，让她恢复）,450,,,
465,0,0,,（别再逗她了）,（你站起来，让她恢复）,450,,,
465,0,0,,（继续挠她的痒痒）,（Charlotte试图打断你）|够了，你现在惹恼她了。,465,0,0,CharlotteDislike()
470,0,0,,你是Lucy吗？,（她点了点头）,470,,,
470,0,0,,你是Heather吗？,（她摇了摇头）,470,,,
470,0,0,,你妹妹是Lucy吗？,（她摇了摇头）,470,,,
470,0,0,,你妹妹会自称是Lucy吗？,--,470,,,WouldYourSister()
470,0,0,,你是个淘气的女孩|应该受到惩罚,（她颤抖着恳求道）（Charlotte大声说）|你快把她弄哭了,470,,,NaughtyRight()
470,0,0,,我认为你应该绑得更紧。,（她呜咽着摇了摇头。|她被那样捆着的胳膊已经疼了）,470,,,TighterRight()
470,0,0,,（重新考虑您的|选项）,（你现在做什么？）,450,,,
470,0,0,,（检查小组的其他成员）,（Amelia正在告诉Charlotte关于紧缚的事）,100,,,
490,0,0,,是的，我确定,（你放了她）|非常感谢。我讨厌Heather伪装成我。我是Lucy。,450,0,0,ReleaseTwin()
490,0,0,,不，我不确定。,（你把她捆起来，重新考虑你的选择）,450,0,0,
500,0,0,,好紧..!,你显得真可爱|（未完待续）,500,,,
600,0,0,,我现在可以把|你绑起来吗？,对不起，我已经受够了，被绑了一天|我可以在你身上练习Kinbaku吗？,600,0,0,
600,0,0,,请你把我捆起来好吗。,太棒了！emmm..我们还是简单绑一下？|还是你想体验更高级的东西？,620,0,0,LucyTieMe()
600,0,0,ATwinStillTied,我们应该在Heather|身上多练习一下。,嗯，这很诱人。,600,0,0,
600,0,0,ATwinStillTied,你介意我绑架你妹妹吗？,你可以带走她|但前提是千万不能让她离开你的视线,610,0,0,
600,0,0,,（检查小组的其他成员）,（Amelia正在告诉Charlotte关于紧缚的事）,100,0,0,
610,0,0,Kidnapper,我正好有东西给她。,--,600,0,0,Kidnap()
610,0,0,!Kidnapper,我不确定我能不能做到,那我最好还是把她留在这里|我们不希望她错过与Jenna的约会。,600,0,0,
610,0,0,,我们需要一直束缚她吗？,对，我不想再犯错了，不然又要忍受Jenna的愤怒了。,600,0,0,
620,0,0,,事实上，也许不是现在。,随你便。问你什么时候准备好了。,600,0,0,
620,0,0,,简单的绑一下就好,好吧（她很快就把你的胳膊紧紧地绑在背后了）|你觉得怎么样？,621,1,0,PlayerTied()
620,0,0,,你有什么想法？,你以前试过“金縛り”吗？,630,0,0,
621,0,0,,还是老样子。,这是经过检验和实践的，我怀疑没有帮助|你很难摆脱它。现在好好玩吧,622,0,0,CanLeave()
621,0,0,,谢谢。,不客气|现在玩得开心。,622,1,0,CanLeave()
621,0,0,,有点太紧了。,胡说，我绑的很松，血液循环很好|但我不希望你就这样溜走了，现在祝你玩得开心。,622,0,-1,CanLeave()
621,0,0,,还不错，但还可以更好,你试着将束缚手臂抽出来|看看你能不能逃脱,622,-1,1,CanLeave()
622,0,0,,（试着在束缚中挣扎）,看到有人展示自己的绳索技艺有多娴熟|同时展现出她们有多么无助，这真是挺有看头的。,622,0,0,StruggleForLucy()
622,0,0,,你现在可以解开我了,哎呀，不好意思，我觉得我的手臂又开始抽筋了,622,0,0,WillLucyUntie()
622,0,0,Common_PlayerGagged,@嗯..嗯..嗯|（你现在可以解开我了）,对不起，我听不清你想说什么。,622,0,0,
622,0,0,,（试着挣脱绳结）,（紧缚的绳子一点余地都没有，看起来连个结都没有|你不停的尝试着，Lucy则微笑地着你）,622,0,0,StruggleForLucy()
622,0,0,,我们能试试别的吗？,哦，是的，我知道这件事|（她引导你走向房间的一个角落）,632,1,0,
622,0,0,Common_PlayerGagged,（满怀期待地看着Lucy）,你这样是想再尝尝其他Kinbaku吗？,623,0,0,
622,0,0,,你经常被束缚吗？,我觉得闲聊够了|（她拿了一些布给你塞住嘴）,622,0,0,PlayerClothGag()
623,0,0,,（点了点头）,哦，太好了。过来|（她兴奋地护送你到房间的一个角落）,632,1,0,
623,0,0,,（摇头）,噢，那我建议你找别人帮忙吧。,622,0,0,
630,0,0,,emmm...那是什么？,那是一个捆绑方式，你会悬挂在空中|首先你需要被绑起来（她开始捆住你的胳膊和胸部）,631,0,0,PlayerTied()
630,0,0,,恩..我大概知道|试试吧,我们先来做点准备，好让你一会能悬挂在空中|（她开始捆住你的胳膊和胸部）,631,0,0,PlayerTied()
630,0,0,,这个..还是算了吧,胡说！你真的应该试试被吊起来|（她开始捆住你的胳膊和胸部）,631,0,0,WillLucyTie()
631,0,0,,你确定吗？,当然，你不是第一个被我这样绑起来的女孩|（她把你推向房间的一个角落）,632,0,-1,
631,0,0,,我已经迫不及待|地想试试这个了,真棒！我会尽快完成的|（她把你带到房间的一个角落）,632,1,1,
631,0,0,,你做过多少次了？,我不确定，太多了，不用数|（她把你带到房间的一个角落）,632,0,0,
632,0,0,,你为什么把|我推到这儿来？,因为这个角落里安装了一个吊环|（她开始把你绑在上面）,633,0,0,TyingTime()
632,0,0,,（听从她的指示）,就是这样，现在站在这个铁环下面|（她开始把你绑在上面）,633,0,0,TyingTime()
633,0,0,,那铁环够结实吗？,当然没问题，天花板上的每个锚至少能吊起两个女孩,634,0,-1,TyingTime()
633,0,0,,你在做什么？,（Lucy抬起你的一条腿迅速吊了起来，你被迫单腿站立）|保持平衡站好，现在我需要把另一条腿也吊起来,634,1,0,TyingTime()
633,0,0,,（静静地看着）,（Lucy抬起你的一条腿迅速吊了起来，你被迫单腿站立）|保持平衡站好，现在我需要把另一条腿也吊起来,634,0,0,TyingTime()
633,0,0,,（远离Lucy）,（系在天花板上的绳子阻止了你|Lucy抬起你的一条腿，让你摇摇欲坠）,634,0,0,TyingTime()
634,0,0,,你看起来太容易了,是的，我用绳索和吊环就像滑轮一样|我可以随心所欲地操纵你,635,1,0,TyingTime()
634,0,0,,（试着挣扎）,（她很快地系好绳子，开始绑下一条腿）|保持别动，我很快就会搞定,635,0,-1,TyingTime()
634,0,0,,（静静地看着）,（Lucy一边工作，一边轻声哼唱|固定好悬吊的那条腿后，开始把绳子绑在另一条腿上）,635,0,0,TyingTime()
635,0,0,,我认为这已经足够了,现在可不能停下来了|（她抬起你的另一条腿，让你悬在半空中）,636,0,-1,TyingTime()
635,0,0,Common_PlayerGagged,@呜呜..嗯..嗯..,现在可不能停下来了|（她抬起你的另一条腿，让你悬在半空中）,636,0,-1,TyingTime()
635,0,0,,你要对那条腿|做同样的事吗？,对，我想让你完全被吊起来|是把双腿张开的那种,636,0,0,TyingTime()
635,0,0,,那根绳子一定|有大作用吧,太聪明了~（她抬起你的另一条腿，让你悬在半空中）,636,1,0,TyingTime()
635,0,0,,（静静地看着）,（Lucy轻声哼着，抬起你的另一条腿，让你悬在半空中）,636,0,0,TyingTime()
636,0,0,,你弄好了吗？,我想是的。（她慢慢地把你转过来|检查和调整她的绳索工作）,638,0,0,Wait()
636,0,0,,呃，你能重新整理|一下我的裙子吗？,对不起，这种方法就是会让|被束缚的人非常暴露。,638,0,-1,Wait()
636,0,0,,（试着将手臂抽出）,小心点，如果你真的设法解开了自己|你可能会向后摔倒，直接磕到脑袋。,638,0,0,Wait()
636,0,0,,（拼命挣扎）,哈哈。我喜欢看到一个充满活力的少女|做徒劳的挣扎,638,1,-1,Wait()
636,0,0,,这很有趣。,那么，你喜欢当少女吗？在把你绑起来之前|我们应该把你打扮成公主。,637,1,0,Wait()
637,0,0,,呃，不用了，谢谢。,随你便，但顺从的成员往往被用|作俱乐部间展示和立体的模特。,638,0,0,
637,0,0,,哦，请你。,现在不行，但有时我们会做束缚展示和立体的模特|你可以成为一名模特。,638,1,-1,
638,0,0,,现在我们该怎么办|你把我都捆起来了,你当时是不是留意了我是如何捆绑你的|并且从中学到了些什么呢？,639,0,0,
638,0,0,Common_PlayerGagged,（好奇地看着Lucy）,你当时是不是留意了我是如何捆绑你的|并且从中学到了些什么呢？,639,0,0,
639,0,0,,是的，这很有趣。,很好，你可以通过观察别人学到很多东西|没有什么比亲身体验更好的了。,640,1,0,LearntRopeSkill()
639,0,0,,（点了点头）,很好，你可以通过观察别人学到很多东西|没有什么比亲身体验更好的了。,640,1,0,LearntRopeSkill()
639,0,0,,呃...|我刚刚有点走神,老实说，没有帮助一些人|你和Chloe一样绝望。,640,-1,0,
639,0,0,,（摇头）,老实说，没有帮助一些人|你和Chloe一样绝望。,640,-1,0,
640,0,0,,如果不能享受到高潮|那将是一种耻辱,哇，你好色啊！你想放松一下吗？,660,0,0,
640,0,0,,（诱人地呻吟着）,你真是个好色的女孩。你想放松一下吗？,660,0,0,
640,0,0,,你愿意做我的主人|继续把我捆起来吗？,对不起，我对主人的事不感兴趣|虽然把你绑起来不是问题。,640,0,0,
640,0,0,,你现在能解开我吗？,我可以，但那根绳子太费力了，不能这么快就放了你。,640,0,0,
640,1,-1,,Lucy小姐|请给我解开。,既然你问得这么好|（她小心翼翼地把你从束缚中解放出来）,643,1,0,PlayerReleased()
640,0,0,Common_PlayerGagged,（试着吐出你的布团）,啊，你这可怜的家伙。让我来帮你|（她把你的口球拿掉了）,641,0,0,PlayerWhimperLucy()
640,0,0,Common_PlayerGagged,@Bhnnh。,什么？哦，我对你太敏感了|也许你下巴疼？（她把你的口球拿掉了）,641,0,-1,PlayerBhnhnhLucy()
640,0,0,,香蕉！,怎么了|你要求被捆绑，我对你很温柔。,642,0,0,
6400,0,0,,我能问你一件事吗？,当然。你哪儿也不去。,650,0,0,
641,0,0,,谢谢你，Lucy小姐,你的嘴真甜，可惜你被堵住了嘴,640,1,-1,
641,0,0,,谢谢。,没关系,640,0,0,
641,0,0,,我们应该做点|更正经的事情,好吧，如果这就是你要说的！|（她把一个大球塞到你嘴里，然后把它扣紧）,640,-2,0,RudeToLucy()
642,0,0,,我知道，但这远远|超出了我的预期。,哦，那很好。如果你在这个俱乐部|里那么脆弱，你应该小心（她放了你）,643,0,-1,PlayerReleased()
642,0,0,,我都说出安全词了|快放我下来吧,哦，天哪，我很抱歉，真的很抱歉|我不想被这件事冲昏头脑（她放了你）,643,0,2,PlayerReleased()
642,0,0,,别再胡闹了，给我解开|你这个愚蠢的金发女。,你要知道小母狗是不会说话！|（她用力把一个大球塞到你嘴里，然后紧紧地扣上）,640,-2,0,RudeToLucy()
642,0,0,,没关系。我只是有点|紧张，仅此而已。,那很好|除非你要求，否则我不会再做了。,640,0,0,
643,0,0,,那很有趣|我们能再做一些吗？,没有理由你不能被束缚|（她开始把你绑起来）,644,1,-1,PlayerTied()
643,0,0,,那很有趣|我可以拿你试一下么？,我很高兴你喜欢它，但此刻我绝不会|让自己再次被束缚。,647,1,0,
643,0,0,,现在轮到你了。,什么？不，请不要|我不喜欢在最好的时候被捆起来。,647,-1,1,
643,0,0,,就这些吗？,目前是的。如果你想暂停某人的职务|请稍后来看我（她离开了你）,649,0,0,LucyPromise()
644,0,0,,别忘了我的大嘴巴。,我怎么可能？|（她用布塞住你的嘴）怎么样？,645,0,-1,PlayerClothGag()
