Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
400,0,0,,（打她的屁股）,（你狠狠地打了她屁股|她痛苦地呻吟着）,400,0,0,"Sex(2, 1, false, true)"
400,0,0,,（吻她的腿）,（你们慢慢地亲吻对方的腿。|她似乎不太喜欢）,400,0,0,"Sex(0, 1, false, false)"
400,0,0,SexSoft,（慢慢的蹭着）,（你们慢慢地、充满爱意地蹭着对方|兴奋感不断飙升）,400,0,0,"Sex(1, 1, true, false)"
400,0,0,SexWild,（抚摸她的阴蒂）,（当你抚摸她的阴蒂时，她大声呻吟并颤抖）,400,0,0,"Sex(2, 1, true, true)"
400,0,0,SexSoft,（抚摸阴蒂）,（你们都在自慰，并因快感的增加而颤抖）,400,0,0,"Sex(1, 1, true, true)"
400,0,0,SexWild,（快速的蹭着）,（你们迅速地蹭着对方，没有停顿|兴奋感不断飙升）,400,0,0,"Sex(2, 1, true, false)"
400,0,0,,够了|（从床上起来）,现在？奥..COMMON_PLAYERNAME|这太快了,400,0,0,LeaveBedFromSex()
410,0,0,,（深呼吸）,（你们俩都屏住呼吸放松一下）|没有什么比性爱更好的了,420,0,0,AfterSex()
410,0,0,,（吻她的脚）,（你轻轻地吻她的脚，她咯咯地笑）|没有什么比性更好的了,420,0,-1,AfterSex()
410,0,0,Common_ActorIsLover,我爱你，Sarah,（她微笑着看着你）|我爱你，COMMON_PLAYERNAME,420,1,0,AfterSex()
410,0,0,,太棒了,（她点了点头，又揉了揉）|没有什么比性爱更好的了,420,1,0,AfterSex()
410,0,0,,你这个变态太棒了,（她点点头）很高兴你喜欢|没有什么比性更好的了,420,0,1,AfterSex()
410,0,0,,（无感的坐着）,别这样，你可以说出你的感受|没有什么比性更好的了,420,-1,0,AfterSex()
420,0,0,CanDateSarah,Sarah|你愿意做我的女朋友吗？,不，我是一只自由的鸟，让我们保持简单|（你需要+20的爱才能和Sarah约会）,420,0,0,TestLoveSarah()
420,0,0,CanDateSarah,我们可不能仅仅朋友,不，我是一只自由的鸟，让我们保持简单|（你需要+20的爱才能和Sarah约会）,420,0,0,TestLoveSarah()
420,0,0,,美好的事物|都有结束的那一刻,是的，但我们可以稍后再做|（你们俩起床时，她向你们眨了眨眼）,900,0,0,OffBed()
420,0,0,,（保持沉默，站起来）,（你们俩都保持沉默，站起来）,900,0,0,OffBed()
420,0,0,Common_ActorIsOwned,从床上下来，母狗,哦，天哪！当然，主人|（你们俩都很快起床）,900,0,0,OffBed()
420,0,0,Common_ActorIsLover,你想和我这样睡吗？,当然性感，光着身子睡在怀里真的很酷,430,0,0,
430,0,0,,与Sarah同床共枕|（结束这一天）,,430,0,0,"EndChapter(""Lover"")"
430,0,0,,以后我们有的是时间做爱|（从床上起来）,哦，是的！现在时间还早,900,0,0,OffBed()
500,0,0,,（赞美她）,（你们互相说友善和充满爱意的话。|她慢慢地欣赏和信任自己的屁股）,500,0,0,"Sex(1, 1, false, false)"
500,0,0,,（侮辱她）,（你称她为妓女、荡妇、母狗等。|她似乎不喜欢，也不动了）,500,0,0,"Sex(0, 1, false, false)"
500,0,0,,（抚摸她的屁股）,（你们慢慢地抚摸着对方的屁股。|她在假阳具上呻吟和扭动）,500,0,0,"Sex(1, 1, false, false)"
500,0,0,,（打她的屁股）,（你狠狠地打了她屁股|她呜咽着抱怨）,500,0,0,"Sex(0, 1, false, false)"
500,0,0,,（自慰）,（你们都自慰乳房，但Jennifer反应不大）,500,0,0,"Sex(0, 1, false, true)"
500,0,0,SexSoft,（自慰阴蒂）,（你们都自慰，并因快感的增加而颤抖）,500,0,0,"Sex(2, 1, true, true)"
500,0,0,SexSoft,（摇屁股）,（你们俩都开玩笑地扭动屁股。|感觉彼此内心的快乐）,500,0,0,"Sex(1, 1, false, true)"
500,0,0,SexSoft,（慢慢抽插）,（你慢慢地向后抽插，长长的假阳具在|身体里进进出出，发出快乐的呻吟）,500,0,0,"Sex(2, 1, true, true)"
500,0,0,SexWild,（快速抽插）,（你以极快的速度进出。|以完美的节奏互相操）,500,0,0,"Sex(3, 1, true, true)"
500,0,0,,够了|（从床上起来）,现在？奥...COMMON_PLAYERNAME|这太快了,500,0,0,LeaveBedFromSex()
510,0,0,,（深呼吸）,（你们俩都屏住呼吸，放松一下）|这比跑步好多了！,520,0,0,AfterSex()
510,0,0,Common_ActorIsLover,我爱你，Jennifer,（她深情地看了你一眼）|我爱你，COMMON_PLAYERNAME,520,1,0,AfterSex()
510,0,0,,太棒了,（她点了点头，又扭动了一下）|这比跑步好多了！,520,0,0,AfterSex()
510,0,0,,你这个混蛋太棒了,（她皱着眉头）也许你能找到另一种说法,520,-1,1,AfterSex()
510,0,0,,爽的说不出话来,不要说话，试着记住我们共同度过的这个美好时刻,520,1,-1,AfterSex()
520,0,0,,美好的事物|都有结束的那一刻,是的，但我确信这不是最后一次|（你们俩站起来时，她朝你们微笑）,900,0,0,OffBed()
520,0,0,,（保持沉默，站起来）,（你们俩都保持沉默，站起来）,900,0,0,OffBed()
520,0,0,Common_ActorIsOwned,从床上下来，奴隶,是的，主人！当然|（你们俩都很快起床）,900,0,0,OffBed()
520,0,0,Common_ActorIsLover,亲爱的，你想和我一起睡吗？,是的，亲爱的。抱着你睡着会很棒,530,0,0,
530,0,0,,和Jennifer上床|（结束这一天）,,530,0,0,"EndChapter(""Lover"")"
530,0,0,,以后我们有的是时间做爱|（从床上起来）,是的，以后我们有的是时间,900,0,0,OffBed()
800,0,0,,你们两个太可爱了,谢谢！我很高兴我们在一起|（Amanda依偎在怀里微笑着）,800,0,0,
800,0,0,,如果你需要什么，请告诉我,我们已经有了我们需要的一切|（Amanda说话）我们有彼此,800,0,0,
800,0,0,,我很高兴你们找到了彼此,这一切都要归功于你COMMON_PLAYERNAME|（Amanda点了点头，吻了Sarah）,800,0,0,
800,0,0,,我可以加入吗？,三人行？这主意太疯狂了|但不是现在，这是我们的第一天,800,0,0,
800,0,0,!AmandaOwner,女孩们，够了|滚出我的床,（他们叹了口气，站起来，重新穿好衣服）,0,0,0,LoversOffBed()
800,0,0,,（竖起大拇指）,（他们深情地亲吻并拥抱对方）,800,0,0,
810,0,0,!AmandaOwner,不。这条贞操带是用来保护你的,这太不公平了！我们的第一天是纯洁的|不过，谢谢你让我用你的床,800,0,0,
810,0,0,,我没有贞操带的钥匙,这是个大问题！我们的第一天是纯洁的|不过，谢谢你让我用你的床,800,0,0,
810,0,0,!AmandaOwner,不是现在。也许以后吧,我希望很快！追逐爱情并不伟大|不过，谢谢你让我用你的床,800,0,0,
810,0,0,,（摇头不）,这太不公平了！我们的第一天是纯洁的|不过，谢谢你让我用你的床,800,0,0,
900,0,0,,（回到宿舍）,,900,0,0,BackToDorm()
